,Q1,Q2,Q3,Q4,Q5,Q6,Q8,Q9_Part_1,Q9_Part_2,Q9_Part_3,Q9_Part_4,Q9_Part_5,Q9_Part_6,Q9_Part_7,Q10,Q11,Q13_Part_1,Q13_Part_2,Q13_Part_3,Q13_Part_4,Q13_Part_5,Q13_Part_6,Q13_Part_7,Q13_Part_8,Q13_Part_9,Q13_Part_10,Q14,Q15,Q16_Part_1,Q16_Part_2,Q16_Part_3,Q16_Part_4,Q16_Part_5,Q16_Part_6,Q16_Part_7,Q16_Part_8,Q16_Part_9,Q16_Part_10,Q18_Part_1,Q18_Part_2,Q18_Part_3,Q18_Part_4,Q18_Part_5,Q18_Part_6,Q18_Part_7,Q18_Part_8,Q18_Part_9,Q18_Part_10,Q20_Part_1,Q20_Part_2,Q20_Part_3,Q20_Part_4,Q20_Part_5,Q20_Part_6,Q20_Part_7,Q20_Part_8,Q20_Part_9,Q20_Part_10,Q23,Q24_Part_1,Q24_Part_2,Q24_Part_3,Q24_Part_4,Q24_Part_5,Q24_Part_6,Q24_Part_7,Q24_Part_8,Q24_Part_9,Q24_Part_10,Q26_Part_1,Q26_Part_2,Q26_Part_3,Q26_Part_4,Q26_Part_5,Q27_Part_1,Q27_Part_2,Q27_Part_3,Q27_Part_4,Q28_Part_1,Q28_Part_2,Q28_Part_3,Q28_Part_4,Q28_Part_5,Q28_Part_6,Q28_Part_7,Q28_Part_8,Q28_Part_9,Q28_Part_10,Q29_Part_1,Q29_Part_2,Q29_Part_3,Q34_Part_1,Q34_Part_2,Q34_Part_3,Q34_Part_4,Q34_Part_5,Q34_Part_6,Q34_Part_7,Q34_Part_8,Q34_Part_9,Q34_Part_10
1207,35-39,Male,United States of America,Masters degree,Data Scientist,"> 10,000 employees",1,False,False,False,False,False,False,False,"100,000-124,999",$0 (USD),0,Coursera,0,DataCamp,0,0,Fast.ai,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",0,0,0,0,0,0,0,  Notepad++  ,0,Python,0,0,0,0,0,0,0,0,0, Ggplot / ggplot2 , Matplotlib ,0,0,0,0,0,0,0,0,1-2 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Fast.ai ,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,30-34,Female,United States of America,Masters degree,Business Analyst,0-49 employees,1,True,True,False,False,False,False,False,"20,000-24,999",$1-$99,0,0,0,DataCamp,0,Kaggle Courses (i.e. Kaggle Learn),0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",0,0,0,0, Visual Studio / Visual Studio Code ,0,0,0,0,Python,R,0,0,0,0,0,0,0,0,0, Matplotlib ,0,0,0,0,0,0,0,0,< 1 years,0,Decision Trees or Random Forests,0,Bayesian Approaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, PyTorch ,0,0, Spark MLib ,0,0,0, Microsoft Azure ,0,0,0,Microsoft SQL Server,0,0,0,0,Azure SQL Database,0
1209,22-24,Male,United States of America,Bachelors degree,Software Engineer,"> 10,000 employees",4,True,True,True,True,True,False,False,"200,000-249,999","> $100,000 ($USD)",0,Coursera,edX,0,0,0,Fast.ai,0,0,University Courses (resulting in a university degree),"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",0, PyCharm ,0,0,0,0,0,0,  Sublime Text  ,Python,0,0,0,0,0,0,0,0,0, Ggplot / ggplot2 , Matplotlib ,0,0,0,0,0, Seaborn ,0,0,2-3 years,Linear or Logistic Regression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  Scikit-learn ,  TensorFlow , Keras ,0,0, PyTorch ,0,0,0,0,0,0, Microsoft Azure ,0,0,0,0,0,0,0,0,0,0
1210,50-54,Male,United States of America,Masters degree,Business Analyst,"1000-9,999 employees",1,True,False,False,False,False,False,False,"70,000-79,999","> $100,000 ($USD)",0,0,0,0,0,0,0,0,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",20+ years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5-10 years,Linear or Logistic Regression,0,0,0,Evolutionary Approaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,50-54,Male,United States of America,Masters degree,Business Analyst,"> 10,000 employees",2,False,False,False,False,False,False,True,"30,000-39,999",$100-$999,Udacity,0,0,DataCamp,DataQuest,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,0, RStudio ,0,0,0,0,0,0,  Notepad++  ,0,0,R,SQL,0,0,0,0,0,0,0, Ggplot / ggplot2 ,0,0, Shiny ,0,0,0,0,0,0,5-10 years,Linear or Logistic Regression,Decision Trees or Random Forests,0,Bayesian Approaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, RandomForest,0,0, Caret ,0,0,0,0, Amazon Web Services (AWS) ,0,MySQL,PostgresSQL,0,0,0,0,0,0,0,0
1212,40-44,Male,United States of America,Bachelors degree,Other,50-249 employees,1,True,True,False,False,False,False,False,"150,000-199,999","> $100,000 ($USD)",0,0,0,DataCamp,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",0,0,0,0, Visual Studio / Visual Studio Code ,0,0,0,0,Python,0,0,0,0,0,0,0,0,0,0, Matplotlib ,0,0,0,0,0,0,0,0,4-5 years,Linear or Logistic Regression,Decision Trees or Random Forests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  Scikit-learn ,0,0, RandomForest,0,0,0,0,0,0,0, Amazon Web Services (AWS) ,0,MySQL,PostgresSQL,0,0,0,0,0,0,0,0
1213,25-29,Male,United States of America,Masters degree,Other,"1000-9,999 employees",3,False,False,False,True,False,False,False,"70,000-79,999",$0 (USD),0,0,0,DataCamp,0,Kaggle Courses (i.e. Kaggle Learn),0,0,0,University Courses (resulting in a university degree),"Advanced statistical software (SPSS, SAS, etc.)",3-5 years,0, RStudio , PyCharm ,0, MATLAB ,0,0,0,0,0,Python,R,0,0,0,0,0,0,0,MATLAB,0,0,0,0,0,0,0,0,0,0,< 1 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  Scikit-learn ,0,0,0, Xgboost ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,30-34,Male,United States of America,Masters degree,Other,0-49 employees,2,True,False,True,False,False,False,False,"100,000-124,999",$0 (USD),0,0,0,DataCamp,DataQuest,Kaggle Courses (i.e. Kaggle Learn),0,Udemy,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",0,0,0,0, Visual Studio / Visual Studio Code ,0,0,0,0,Python,0,0,0,0,0,0,0,0,0,0, Matplotlib ,0,0,0,0, Bokeh , Seaborn ,0,0,< 1 years,Linear or Logistic Regression,Decision Trees or Random Forests,0,Bayesian Approaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  Scikit-learn ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,30-34,Female,United States of America,Masters degree,Other,"1000-9,999 employees",3,False,False,True,False,False,False,False,"70,000-79,999","> $100,000 ($USD)",Udacity,Coursera,edX,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",0, PyCharm ,0,0,0,0,  Vim / Emacs  ,0,0,Python,R,0,0,0,0,0,0,0,0,0, Matplotlib ,0,0,0,0,0, Seaborn ,0,0,4-5 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,0,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,0,Recurrent Neural Networks,0,"General purpose image/video tools (PIL, cv2, skimage, etc)","Image segmentation methods (U-Net, Mask R-CNN, etc)",0,"Image classification and other general purpose networks (VGG, Inception, ResNet, ResNeXt, NASNet, EfficientNet, etc)",0,"Word embeddings/vectors (GLoVe, fastText, word2vec)","Encoder-decorder models (seq2seq, vanilla transformers)",0,0,  Scikit-learn ,  TensorFlow , Keras ,0,0,0,0,0,0,0,0,0,0,0,0,SQLite,0,0,0,0,0,0,0
1216,55-59,Male,United States of America,Some college/university study without earning a bachelors degree,Not employed,Not employed,0,False,False,False,False,False,False,False,0-999,$0 (USD),0,0,0,0,0,Kaggle Courses (i.e. Kaggle Learn),0,0,0,0,Other,I have never written code,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,< 1 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,25-29,Male,United States of America,Masters degree,Data Scientist,0-49 employees,1,True,True,True,False,True,True,False,"80,000-89,999","$1000-$9,999",0,Coursera,edX,0,0,0,0,0,0,0,"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",1-2 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,0, Atom ,0,0,0,0,0,0,Python,R,SQL,0,0,0,Javascript,0,0,0,0, Matplotlib ,0,0,0,0, Bokeh , Seaborn ,0,0,< 1 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,0,0,0,0,Recurrent Neural Networks,0,0,0,0,0,0,0,0,0,0,  Scikit-learn ,  TensorFlow , Keras ,0, Xgboost ,0,0,0,0,0, Google Cloud Platform (GCP) ,0,0,MySQL,0,0,0,0,0,0,0,0,Google Cloud SQL
1218,30-34,Male,United States of America,Masters degree,Software Engineer,250-999 employees,4,True,True,True,False,True,False,False,"150,000-199,999",$1-$99,Udacity,Coursera,edX,0,0,Kaggle Courses (i.e. Kaggle Learn),Fast.ai,0,0,University Courses (resulting in a university degree),"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",0, PyCharm ,0,0, Visual Studio / Visual Studio Code ,0,  Vim / Emacs  ,0,  Sublime Text  ,Python,0,0,0,0,Java,0,0,Bash,0,0, Matplotlib ,0,0,0,0,0,0,0,0,4-5 years,Linear or Logistic Regression,0,0,0,0,0,0,0,0,"Transformer Networks (BERT, gpt-2, etc)",0,0,0,0,0,"Word embeddings/vectors (GLoVe, fastText, word2vec)",0,0,"Transformer language models (GPT-2, BERT, XLnet, etc)",0,  TensorFlow ,0,0,0, PyTorch ,0,0,0, Fast.ai , Google Cloud Platform (GCP) , Amazon Web Services (AWS) ,0,0,PostgresSQL,0,0,0,0,0,0,0,0
1219,30-34,Female,United States of America,Doctoral degree,Research Scientist,"> 10,000 employees",4,True,False,False,False,False,False,False,"40,000-49,999",$1-$99,0,0,edX,DataCamp,0,0,Fast.ai,0,0,0,"Advanced statistical software (SPSS, SAS, etc.)",3-5 years,0,0,0,0,0,0,0,  Vim / Emacs  ,0,0,0,R,0,0,0,0,0,0,0,0, Ggplot / ggplot2 ,0,0, Shiny ,0, Plotly / Plotly Express ,0,0,0,0,< 1 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MySQL,0,SQLite,0,0,0,0,0,0,0
1220,35-39,Male,Canada,Masters degree,Data Scientist,50-249 employees,3,True,True,True,True,True,False,False,"100,000-124,999","> $100,000 ($USD)",0,Coursera,0,DataCamp,0,Kaggle Courses (i.e. Kaggle Learn),0,Udemy,0,University Courses (resulting in a university degree),"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,0,0,0,0,0,  Vim / Emacs  ,0,  Sublime Text  ,Python,R,SQL,0,0,0,Javascript,0,Bash,0,0, Matplotlib ,0,0, D3.js ,0, Bokeh , Seaborn ,0,0,3-4 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,0,"Dense Neural Networks (MLPs, etc)",0,0,0,0,0,0,0,0,0,0,0,0,0,  Scikit-learn ,  TensorFlow , Keras ,0,0,0,0,0,0,0,0, Amazon Web Services (AWS) ,0,0,PostgresSQL,0,Microsoft SQL Server,0,0,AWS Relational Database Service,0,0,0
1221,35-39,Female,United States of America,Bachelors degree,Product/Project Manager,"> 10,000 employees",3,False,False,False,False,False,False,False,"125,000-149,999","> $100,000 ($USD)",0,Coursera,edX,DataCamp,0,Kaggle Courses (i.e. Kaggle Learn),0,0,LinkedIn Learning,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",10-20 years,0, RStudio ,0, Atom ,0,0,0,0,0,  Sublime Text  ,Python,R,SQL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3-4 years,Linear or Logistic Regression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Microsoft SQL Server,0,Microsoft Access,0,0,0,0
1222,30-34,Male,United States of America,Masters degree,Other,50-249 employees,1,True,True,True,False,False,False,False,"150,000-199,999","$1000-$9,999",0,Coursera,0,DataCamp,0,0,0,0,0,0,"Business intelligence software (Salesforce, Tableau, Spotfire, etc.)",5-10 years,0, RStudio ,0,0,0,0,0,0,  Notepad++  ,0,Python,R,SQL,0,0,0,0,0,0,0, Ggplot / ggplot2 ,0,0, Shiny ,0,0,0,0,0,0,5-10 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",0,Evolutionary Approaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, RandomForest,0,0,0,0,0,0, Google Cloud Platform (GCP) , Amazon Web Services (AWS) ,0,MySQL,PostgresSQL,0,Microsoft SQL Server,0,0,0,0,0,Google Cloud SQL
1223,25-29,Male,United States of America,Masters degree,Business Analyst,50-249 employees,4,True,True,False,False,True,True,False,"125,000-149,999","$10,000-$99,999",0,0,0,0,0,0,0,0,0,0,"Advanced statistical software (SPSS, SAS, etc.)",5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,0,0,0,0,0,0,0,  Sublime Text  ,Python,R,SQL,0,0,0,0,0,0,0, Ggplot / ggplot2 , Matplotlib ,0,0,0,0,0, Seaborn ,0,0,2-3 years,Linear or Logistic Regression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  Scikit-learn ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Microsoft SQL Server,0,0,0,0,0,0
1224,30-34,Male,United States of America,Bachelors degree,Business Analyst,50-249 employees,1,True,True,True,True,False,False,False,0-999,$1-$99,0,0,0,0,0,Kaggle Courses (i.e. Kaggle Learn),0,Udemy,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1-2 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",0, PyCharm ,0,0,0,0,0,0,  Sublime Text  ,Python,0,SQL,0,0,0,0,0,0,0, Ggplot / ggplot2 , Matplotlib ,0,0,0, Plotly / Plotly Express ,0, Seaborn ,0,0,1-2 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  Scikit-learn ,0,0,0, Xgboost ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,35-39,Female,United States of America,Bachelors degree,Student,Not employed,0,False,False,False,False,False,False,False,0-999,$0 (USD),0,Coursera,0,0,0,0,0,Udemy,0,0,"Local development environments (RStudio, JupyterLab, etc.)",< 1 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",0,0,0,0,0,0,0,0,0,Python,0,SQL,0,0,0,0,0,0,0,0, Matplotlib ,0,0,0,0,0, Seaborn ,0,0,< 1 years,Linear or Logistic Regression,0,0,0,0,"Dense Neural Networks (MLPs, etc)",0,0,0,0,0,0,0,0,0,0,0,0,0,  Scikit-learn ,  TensorFlow ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,35-39,Male,United States of America,Professional degree,Data Scientist,"1000-9,999 employees",3,True,False,True,True,True,True,False,"150,000-199,999","$1000-$9,999",0,Coursera,edX,0,0,0,Fast.ai,0,LinkedIn Learning,University Courses (resulting in a university degree),"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",0,0, Atom ,0, Visual Studio / Visual Studio Code ,  Spyder  ,0,  Notepad++  ,0,Python,0,SQL,0,0,Java,Javascript,0,0,0, Ggplot / ggplot2 ,0,0,0, D3.js , Plotly / Plotly Express ,0, Seaborn ,0,0,2-3 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",0,Evolutionary Approaches,0,Convolutional Neural Networks,0,Recurrent Neural Networks,0,0,0,"Object detection methods (YOLOv3, RetinaNet, etc)",0,0,0,"Encoder-decorder models (seq2seq, vanilla transformers)",0,0,  Scikit-learn ,  TensorFlow , Keras , RandomForest,0,0,0,0, Spark MLib ,0, Google Cloud Platform (GCP) , Amazon Web Services (AWS) , Microsoft Azure ,MySQL,PostgresSQL,0,Microsoft SQL Server,Oracle Database,0,0,AWS DynamoDB,0,0
1227,25-29,Male,United States of America,Masters degree,Data Scientist,0-49 employees,2,True,False,True,False,False,False,False,"60,000-69,999","$1000-$9,999",0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",0,0,0,0,0,0,0,0,  Sublime Text  ,Python,0,0,0,0,0,0,0,0,0,0, Matplotlib ,0,0,0,0,0, Seaborn ,0,0,1-2 years,Linear or Logistic Regression,Decision Trees or Random Forests,0,Bayesian Approaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  Scikit-learn ,  TensorFlow , Keras ,0, Xgboost ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,40-44,Male,United States of America,Doctoral degree,Product/Project Manager,"1000-9,999 employees",4,True,False,False,False,False,False,False,"125,000-149,999",$1-$99,0,0,0,0,0,0,0,0,0,0,Other,10-20 years,0,0,0,0, MATLAB ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MATLAB,0,0,0,0,0,0,0,0,0,0,< 1 years,0,0,0,0,0,0,Convolutional Neural Networks,0,0,0,0,0,0,"Image classification and other general purpose networks (VGG, Inception, ResNet, ResNeXt, NASNet, EfficientNet, etc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Amazon Web Services (AWS) ,0,0,0,0,0,0,0,0,0,0,0
1229,30-34,Male,United States of America,Masters degree,Product/Project Manager,"1000-9,999 employees",4,True,False,True,False,True,False,False,"100,000-124,999","> $100,000 ($USD)",0,Coursera,edX,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,0,0,0,0, MATLAB ,0,0,0,0,0,0,0,SQL,0,0,0,0,0,0,MATLAB,0,0,0,0,0,0,0,0,0,0,4-5 years,Linear or Logistic Regression,Decision Trees or Random Forests,0,0,0,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,0,0,0,"General purpose image/video tools (PIL, cv2, skimage, etc)",0,0,"Image classification and other general purpose networks (VGG, Inception, ResNet, ResNeXt, NASNet, EfficientNet, etc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Microsoft SQL Server,0,0,0,0,0,0
1230,25-29,Male,United States of America,Bachelors degree,Product/Project Manager,50-249 employees,2,True,True,True,True,False,False,False,"100,000-124,999","> $100,000 ($USD)",0,0,0,DataCamp,DataQuest,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,0,0,0,0,0, Visual Studio / Visual Studio Code ,0,0,0,  Sublime Text  ,Python,0,SQL,0,0,0,0,0,Bash,0,0,0,0,0,0,0,0,0,0,0,1-2 years,Linear or Logistic Regression,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  Scikit-learn ,0,0,0,0,0,0,0,0,0, Google Cloud Platform (GCP) , Amazon Web Services (AWS) ,0,0,PostgresSQL,0,0,0,0,0,0,0,0
1231,22-24,Male,United States of America,Bachelors degree,Data Scientist,0-49 employees,3,False,False,False,True,True,False,False,"70,000-79,999",$1-$99,0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",1-2 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,0,0,0,0,0,0,0,0,Python,R,0,0,0,0,0,0,0,0, Ggplot / ggplot2 , Matplotlib ,0,0,0,0,0, Seaborn ,0,0,1-2 years,0,0,"Gradient Boosting Machines (xgboost, lightgbm, etc)",0,0,0,0,0,Recurrent Neural Networks,0,0,0,0,0,0,0,0,0,0,  Scikit-learn ,  TensorFlow , Keras ,0,0,0,0, LightGBM ,0,0, Google Cloud Platform (GCP) , Amazon Web Services (AWS) ,0,0,PostgresSQL,0,0,0,0,0,0,0,0
1232,30-34,Male,United States of America,Doctoral degree,Software Engineer,"1000-9,999 employees",4,True,False,True,False,False,False,False,"125,000-149,999","> $100,000 ($USD)",0,Coursera,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",10-20 years,0,0,0,0, MATLAB , Visual Studio / Visual Studio Code ,0,0,0,0,Python,0,0,0,C++,0,0,0,0,MATLAB,0,0,0,0,0,0,0,0,0,0,5-10 years,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1233,30-34,Male,Canada,Doctoral degree,Business Analyst,"1000-9,999 employees",4,True,False,True,False,True,False,False,"50,000-59,999",$0 (USD),0,Coursera,edX,0,0,0,0,Udemy,0,0,"Advanced statistical software (SPSS, SAS, etc.)",5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,0,0,0, Visual Studio / Visual Studio Code ,0,0,  Notepad++  ,0,Python,R,SQL,0,0,0,Javascript,0,0,0, Ggplot / ggplot2 , Matplotlib ,0,0,0,0,0,0,0,0,4-5 years,0,0,0,0,0,0,Convolutional Neural Networks,0,0,0,"General purpose image/video tools (PIL, cv2, skimage, etc)",0,0,"Image classification and other general purpose networks (VGG, Inception, ResNet, ResNeXt, NASNet, EfficientNet, etc)",0,0,0,0,0,0,  TensorFlow , Keras ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,25-29,Male,United States of America,Masters degree,Not employed,Not employed,0,False,False,False,False,False,False,False,0-999,$0 (USD),0,Coursera,0,DataCamp,0,0,0,0,0,University Courses (resulting in a university degree),"Cloud-based data software & APIs (AWS, GCP, Azure, etc.)",< 1 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",0,0,0,0, Visual Studio / Visual Studio Code ,  Spyder  ,0,0,0,Python,0,0,0,C++,0,0,0,0,MATLAB, Ggplot / ggplot2 , Matplotlib ,0,0,0,0,0, Seaborn ,0,0,< 1 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,0,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,0,Recurrent Neural Networks,0,"General purpose image/video tools (PIL, cv2, skimage, etc)",0,0,"Image classification and other general purpose networks (VGG, Inception, ResNet, ResNeXt, NASNet, EfficientNet, etc)",0,"Word embeddings/vectors (GLoVe, fastText, word2vec)","Encoder-decorder models (seq2seq, vanilla transformers)",0,0,  Scikit-learn ,0, Keras ,0,0, PyTorch ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,25-29,Female,United States of America,Masters degree,Statistician,50-249 employees,4,True,False,True,False,False,False,False,"125,000-149,999",$0 (USD),0,0,0,0,0,0,0,0,0,0,"Local development environments (RStudio, JupyterLab, etc.)",5-10 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ",0,0,0,0,0,0,0,0,0,Python,R,0,0,0,0,0,0,0,0, Ggplot / ggplot2 ,0,0,0,0,0,0, Seaborn ,0,0,2-3 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  Scikit-learn ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,30-34,Female,United States of America,Masters degree,Data Scientist,"1000-9,999 employees",3,False,True,True,True,True,False,False,"150,000-199,999","$1000-$9,999",0,Coursera,0,0,0,Kaggle Courses (i.e. Kaggle Learn),0,0,0,University Courses (resulting in a university degree),"Local development environments (RStudio, JupyterLab, etc.)",3-5 years,0,0, PyCharm ,0,0,0,0,0,0,0,Python,0,0,0,0,0,0,0,Bash,0,0,0,0,0,0,0,0,0,0,0,4-5 years,0,0,0,0,0,0,Convolutional Neural Networks,Generative Adversarial Networks,Recurrent Neural Networks,0,"General purpose image/video tools (PIL, cv2, skimage, etc)",0,"Object detection methods (YOLOv3, RetinaNet, etc)",0,0,0,0,0,0,0,  TensorFlow ,0,0,0,0,0,0,0,0, Google Cloud Platform (GCP) ,0,0,0,0,0,0,0,0,0,0,0,0
1237,35-39,Male,United States of America,Bachelors degree,Data Analyst,0-49 employees,4,True,True,False,False,False,False,False,"70,000-79,999","$10,000-$99,999",0,Coursera,edX,DataCamp,0,0,0,0,LinkedIn Learning,0,Other,3-5 years,0,0,0,0,0,0,0,0,0,0,Python,R,SQL,0,0,0,0,0,0,0, Ggplot / ggplot2 , Matplotlib ,0,0,0,0,0, Seaborn ,0,0,2-3 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  Scikit-learn ,0,0, RandomForest, Xgboost ,0,0,0,0,0,0,0,0,0,PostgresSQL,0,0,0,0,AWS Relational Database Service,0,0,0
1238,40-44,Male,United States of America,Bachelors degree,Other,"> 10,000 employees",0,False,False,False,False,False,False,False,"80,000-89,999",$0 (USD),0,Coursera,edX,0,0,0,0,Udemy,0,0,"Basic statistical software (Microsoft Excel, Google Sheets, etc.)",1-2 years,"Jupyter (JupyterLab, Jupyter Notebooks, etc) ", RStudio ,0,0,0,0,0,0,0,0,Python,0,0,0,0,0,0,0,0,0,0, Matplotlib ,0,0,0, Plotly / Plotly Express ,0, Seaborn ,0,0,1-2 years,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  Scikit-learn ,0,0, RandomForest, Xgboost ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
